,Recipient Number,Project Number,Project Status,Amount Recovered,Project Type,Commitment Date,Completion Date,Disbursements to Date,Type of Disbursement,Interest Rate,Eligible Project Costs from Related Public Dollars,Eligible Project Costs from 3rd Party Public Dollars,Eligible Project Costs from Related Private Dollars,Eligible Project Costs from 3rd Party Private Dollars,Total Eligible Project Costs,Total Project Costs,Project Address,Project City,Project State,Project Zip Code (5),Additional Locations,EDA Type,EDA Square Footage,First-Time Homebuyer,Homebuyer Income Category,Development Activity Project Number,Mask Geocoded Census Tract FIPS_x,Mask Geocoded Census Tract FIPS Location_x,Use of Funds,Amount of committed CMF Investment,Date Funds Committed,Stage of Investment,Disbursement Status,Date of First Disbursement,Date of Full Disbursement,Completed Rental Units,Completed Owner Occupied,Rental - Number of Projected Income Eligible Units,Rental - Total Number of Projected Units,Rental - Number of Cumulative Units Completed: Extremely Low-Income Occupants,Rental - Number of Cumulative Units Completed: Very Low-Income Occupants,Rental - Number of Cumulative Units Completed: Low-Income Occupants,Rental - Number of Cumulative Units Completed: Other Eligible Occupants,Rental - Number of Cumulative Units Completed: Non-Eligible Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Extremely Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Very Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Other Eligible Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Non-Eligible Occupants,Rental - Number of Cumulative Units Occupied: Extremely Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Very Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Other Eligible Occupants,Rental - Number of Cumulative Units Occupied: Non-Eligible Occupants,Use of Low-Income Housing Tax Credit Dollars,Owner-Occupied - Number of Projected Income Eligible Units,Owner-Occupied - Total Number of Projected Units,Owner-Occupied - Number of Cumulative Units Completed: Extremely Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Very Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Other Eligible Occupants,Owner-Occupied - Number of Cumulative Units Completed: Non-Eligible Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Extremely Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Very Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Other Eligible Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Non-Eligible Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Extremely Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Very Low-Income Occupants,Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Other Eligible Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Non-Eligible Occupants,Owner-Occupied - Number of Units Sold to First-Time Homebuyers: Extremely Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Very Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Other Eligible Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Non-Eligible Homebuyers,Owner-Occupied - Minimum Sales Price,Owner-Occupied - Maximum Sales Price,new_index,Coordinates
750,19,400.2399999999998,Complete,,SF - New Development,2013-07-12,2014-06-23 00:00:00,5925,Debt,0.02,,,,,85780.88,93513.57,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.2399999999998,POINT (-81.68980999999999 30.3436)
751,19,400.2499999999998,Complete,,SF - New Development,2013-07-12,2014-06-11 00:00:00,5925,Debt,0.02,,,,,85700.56,87294.56,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.2499999999998,POINT (-81.68980999999999 30.3436)
752,19,400.25999999999976,Complete,,SF - New Development,2013-07-12,2014-06-23 00:00:00,5925,Debt,0.02,,,,,99563.46,107240.55,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.25999999999976,POINT (-81.68980999999999 30.3436)
753,19,400.26999999999975,Complete,,SF - New Development,2013-07-12,2014-06-12 00:00:00,5925,Debt,0.02,,,,,85760.79000000001,93437.88,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.26999999999975,POINT (-81.68980999999999 30.3436)
754,19,400.27999999999975,Complete,,SF - New Development,2013-07-12,2014-06-20 00:00:00,5925,Debt,0.02,,,,,72535.78,82439.64,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.27999999999975,POINT (-81.68980999999999 30.3436)
755,19,400.28999999999974,Complete,,SF - New Development,2013-07-12,2014-06-17 00:00:00,5925,Debt,0.02,,,,,83843.6,91520.69,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.28999999999974,POINT (-81.68980999999999 30.3436)
756,19,400.2999999999997,Complete,,SF - New Development,2013-07-12,2014-06-12 00:00:00,5925,Debt,0.02,,,,,86033.39,93710.48,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.2999999999997,POINT (-81.68980999999999 30.3436)
757,19,400.3099999999997,Complete,,SF - New Development,2013-07-12,2014-06-30 00:00:00,5925,Debt,0.02,,,,,89010.62000000001,96822.71,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.3099999999997,POINT (-81.68980999999999 30.3436)
758,19,400.3199999999997,Complete,,SF - New Development,2013-07-12,2014-06-20 00:00:00,5925,Debt,0.02,,,,,105501.8,113178.89,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.3199999999997,POINT (-81.68980999999999 30.3436)
759,19,400.3299999999997,Complete,,SF - New Development,2013-07-12,2014-06-12 00:00:00,5925,Debt,0.02,,,,,87850.26000000001,95662.35,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.3299999999997,POINT (-81.68980999999999 30.3436)
760,19,400.3399999999997,Complete,,SF - New Development,2013-07-12,2014-06-12 00:00:00,5925,Debt,0.02,,,,,108546.51,110140.51,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.3399999999997,POINT (-81.68980999999999 30.3436)
761,19,400.3499999999997,Complete,,SF - New Development,2013-07-12,2014-06-12 00:00:00,5925,Debt,0.02,,,,,74273.3,81950.39,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.3499999999997,POINT (-81.68980999999999 30.3436)
762,19,400.3599999999997,Complete,,SF - New Development,2013-07-12,2014-06-12 00:00:00,5925,Debt,0.02,,,,,83487.92,91165.01,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.3599999999997,POINT (-81.68980999999999 30.3436)
763,19,400.36999999999966,Complete,,SF - New Development,2013-07-12,2014-06-11 00:00:00,5925,Debt,0.02,,,,,95399.24,103076.33,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.36999999999966,POINT (-81.68980999999999 30.3436)
764,19,400.37999999999965,Complete,,SF - New Development,2013-07-12,2014-06-11 00:00:00,5925,Debt,0.02,,,,,77532.59,85344.68,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.37999999999965,POINT (-81.68980999999999 30.3436)
765,19,400.38999999999965,Complete,,SF - New Development,2013-07-12,2014-02-18 00:00:00,5925,Debt,0.02,,,,,84109.52,84109.52,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.38999999999965,POINT (-81.68980999999999 30.3436)
766,19,400.39999999999964,Complete,,SF - New Development,2013-07-12,2014-03-21 00:00:00,5925,Debt,0.02,,,,,92275.98,92275.98,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.39999999999964,POINT (-81.68980999999999 30.3436)
767,19,400.4099999999996,Complete,,SF - New Development,2013-07-12,2015-01-13 00:00:00,5925,Debt,0.02,,,,,112469.12,115302.28,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.4099999999996,POINT (-81.68980999999999 30.3436)
768,19,400.4199999999996,Complete,,SF - New Development,2013-07-12,2015-05-06 00:00:00,5925,Debt,0.02,,,,,104038.53,104038.53,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.4199999999996,POINT (-81.68980999999999 30.3436)
769,19,400.4299999999996,Complete,,SF - New Development,2013-07-12,2015-05-05 00:00:00,5925,Debt,0.02,,,,,93630.89,93630.89,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.4299999999996,POINT (-81.68980999999999 30.3436)
770,19,400.4399999999996,Complete,,SF - New Development,2013-07-12,2015-06-23 00:00:00,5925,Debt,0.02,,,,,112306.36,118389.45,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.4399999999996,POINT (-81.68980999999999 30.3436)
771,19,400.4499999999996,Complete,,SF - New Development,2013-07-12,2015-07-16 00:00:00,5925,Debt,0.02,,,,,90755.58,90755.58,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.4499999999996,POINT (-81.68980999999999 30.3436)
772,19,400.4599999999996,Complete,,SF - New Development,2013-07-12,2015-01-21 00:00:00,5925,Debt,0.02,,,,,82398.8539,84414.76,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.4599999999996,POINT (-81.68980999999999 30.3436)
773,19,400.4699999999996,Complete,,SF - New Development,2013-07-12,2015-09-03 00:00:00,5925,Debt,0.02,,,,,97197.52,97197.52,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.4699999999996,POINT (-81.68980999999999 30.3436)
774,19,400.47999999999956,Complete,,SF - New Development,2013-07-12,2015-05-18 00:00:00,5925,Debt,0.02,,,,,88772.55,88772.55,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.47999999999956,POINT (-81.68980999999999 30.3436)
775,19,400.48999999999955,Complete,,SF - New Development,2013-07-12,2015-06-23 00:00:00,5925,Debt,0.02,,,,,87048.49,87048.49,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.48999999999955,POINT (-81.68980999999999 30.3436)
776,19,400.49999999999955,Complete,,SF - New Development,2013-07-12,2015-01-20 00:00:00,5925,Debt,0.02,,,,,90731.35,94308.1,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.49999999999955,POINT (-81.68980999999999 30.3436)
777,19,400.50999999999954,Complete,,SF - New Development,2013-07-12,2015-05-21 00:00:00,5925,Debt,0.02,,,,,111700.48,111700.48,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.50999999999954,POINT (-81.68980999999999 30.3436)
778,19,400.5199999999995,Complete,,SF - New Development,2013-07-12,2015-07-30 00:00:00,5925,Debt,0.02,,,,,103812.4,103812.4,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.5199999999995,POINT (-81.68980999999999 30.3436)
779,19,400.5299999999995,Complete,,SF - New Development,2013-07-12,2015-06-30 00:00:00,5925,Debt,0.02,,,,,115761.57,115761.57,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.5299999999995,POINT (-81.68980999999999 30.3436)
780,19,400.5399999999995,Complete,,SF - New Development,2013-07-12,2015-05-22 00:00:00,5925,Debt,0.02,,,,,101628.12,101628.12,exemption (b)(6),Jacksonville,FL,32209,,,,,,,12031002802,"FL, Duval, Jacksonville, 32209",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,19.400.5399999999995,POINT (-81.68980999999999 30.3436)
796,20,40029,Complete,,MF - New Development,2014-04-09,2014-09-30 00:00:00,1881239.21,Debt,0.03,-,4200000,750000,7470000,12420000.0,12420000.0,PR 102 KM 30 MARESUA WARD,SAN GERMAN,PR,00683,-,,,,,,72125840500,,Revolving LF,90688.17,2011-09-16 00:00:00,Investment,Fully Disbursed,2011-09-16 00:00:00,2011-09-16 00:00:00,56,0,56,56,0,24,32,0,0,0,4200000,8220000,0,0,46,8,2,0,0,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.40029,POINT (-67.04606 18.08963)
808,20,40042,Complete,,SF - New Development,2012-10-24,2014-10-12 00:00:00,26306.65,Debt,0.03,-,360000,,,377500.0,404276.0,exemption (b)(6),YAUCO,PR,00698,-,,,Yes,Low,,72153750102,,Revolving LF,11500,2011-09-19 00:00:00,Investment,Fully Disbursed,2011-09-19 00:00:00,2011-09-19 00:00:00,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,5,5,0,1,4,0,0,,80855,351915,0,0,0,1,4,0,0,0,1,4,0,0,72000,85000,20.40042,POINT (-66.83825 18.06472)
812,20,40045,Complete,,MF - New Development,2016-09-23,2017-07-01 00:00:00,408857.49,Debt,0.03,-,2814861,,,2814861.0,2814861.0,PR 101 KM 6.4,LAJAS,PR,00667,-,,,,,,72079850400,,Revolving LF,18852.18,2011-09-16 00:00:00,Investment,Fully Disbursed,2011-09-16 00:00:00,2011-09-16 00:00:00,18,0,18,18,0,0,18,0,0,0,2341427,473432,0,0,4,13,1,0,0,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.40045,POINT (-67.07314 17.99076)
822,20,40051,Complete,,MF - New Development,2014-06-14,2015-08-13 00:00:00,450213.02,Debt,0.03,-,5923914,,503200,6427114.0,6427114.0,BO VIVI ABAJO ROAD 111 KM 1.2,UTUADO,PR,00641,-,,,,,,72141957600,,Revolving LF,20900,2011-09-16 00:00:00,Investment,Fully Disbursed,2011-09-16 00:00:00,2011-09-16 00:00:00,32,0,32,32,0,4,28,0,0,0,531314,5895800,0,0,18,12,2,0,0,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.40051,POINT (-66.66409 18.21239)
837,20,40052,Incomplete - Terminated,,MF - New Development,2012-09-30,,9251.44,Debt,0.03,-,,,,1800000.0,9251.44,BO VIVI ABAJO ROAD 111 KM 8.6,UTUADO,PR,00641,-,,,,,,72141957000,,Revolving LF,3500,2011-09-29 00:00:00,Investment,Fully Disbursed,2011-09-19 00:00:00,2011-09-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.40052,POINT (-66.69889000000001 18.29589)
839,20,40053,Incomplete - Terminated,,SF - New Development,2013-01-18,,33333.72,Debt,0.03,-,0,,,90271.0,33333.72,exemption (b)(6),LAJAS,PR,00667,-,,,,,,72079850400,,Revolving LF,5993.7,2011-09-19 00:00:00,Investment,Fully Disbursed,2011-09-19 00:00:00,2011-09-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.40053,POINT (-67.07314 17.99076)
843,20,40062,Complete,,SF - New Development,2012-10-24,2012-12-31 00:00:00,232423.99,Debt,0.03,-,,101022,1786272,1887294.0,2119717.99,exemption (b)(6),CASTANER,PR,00631,-,,,Yes,Low,,72001956400,,Revolving LF,4051.52,2011-09-19 00:00:00,Investment,Fully Disbursed,2011-09-19 00:00:00,2011-09-19 00:00:00,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,10,10,0,0,10,0,0,0,0,1887294,0,0,0,10,0,0,0,0,10,0,0,0,82257,90000,20.40062,POINT (-66.80735 18.2043)
848,20,40070,Incomplete - Terminated,,SF - New Development,2012-11-27,,8674.8,Debt,0.03,-,,,,927000.0,8674.8,exemption (b)(6),LARES,PR,00669,-,,,,,,72001956400,,Revolving LF,8674.8,2012-11-27 00:00:00,Investment,Fully Disbursed,2012-11-27 00:00:00,2012-11-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.40070,POINT (-66.80735 18.2043)
849,20,40058,Incomplete - Terminated,,MF - New Development,2014-05-28,,106741.97,Debt,0.03,-,,,,3247442.0,106741.97,BO PUEBLO PR 129,LARES,PR,00669,-,,,,,,72001956400,,Revolving LF,25000,2012-10-02 00:00:00,Investment,Fully Disbursed,2012-10-02 00:00:00,2012-10-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.40058,POINT (-66.80735 18.2043)
856,20,40080,Committed,,MF - Preservation WITH Rehab,2015-08-01,,,,0.03,-,,,,8000000.0,0.0,PR 111 KM 4.3 BARBOSA ST,MOCA ,PR,00676,-,,,,,,72099420200,,Revolving LF,800000,2015-08-01 00:00:00,Reinvestment,Committed - Not Yet Disbursed,,,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.40080,POINT (-67.11544000000001 18.39134)
857,20,40090,Committed,,MF - Preservation WITH Rehab,2015-09-10,,,,0.03,-,,,,6000000.0,0.0,TRICOCHE ST ,PONCE,PR,00715,-,,,,,,72113071200,,Revolving LF,600000,2015-09-10 00:00:00,Reinvestment,Committed - Not Yet Disbursed,,,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.40090,POINT (-66.61418 18.01166)
858,21,5.1,Complete,,SF - New Development,2011-02-01,2013-12-05 00:00:00,225000,,,,,,,3000163.99875,3000163.99875,exemption (b)(6),Bylas,AZ,85530,exemption (b)(6),,,,,,04009940500,"AZ, Graham, Bylas, 85530",,,,,,,,15,0,15,15,4,8,3,0,0,800043.7329999999,1600087.4659999998,600032.7997499999,0,0,4,8,3,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21.5.1,POINT (-109.94759 33.276)
859,21,5.2,Complete,,SF - Rehab,2011-02-01,2013-08-02 00:00:00,375000,,,,,,,4221559.33125,4221559.33125,exemption (b)(6),Bylas,AZ,85530,exemption (b)(6),,,,,,04009940500,"AZ, Graham, Bylas, 85530",,,,,,,,25,0,25,25,12,8,5,0,0,2026348.479,1350898.986,844311.86625,0,0,12,8,5,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21.5.2,POINT (-109.94759 33.276)
860,21,6.1,Complete,,SF - New Development,2012-02-15,2013-07-03 00:00:00,159583.2,,,,,,,3779027.4458536585,3779027.4458536585,exemption (b)(6),San Carlos,AZ,85550,exemption (b)(6),,,,,,04009940500,"AZ, Graham, Bylas, 85530",,,,,,,,16,0,16,16,3,6,7,0,0,708567.646097561,1417135.292195122,1653324.5075609756,0,0,3,6,7,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21.6.1,POINT (-109.94759 33.276)
861,21,6.2,Complete,,SF - Rehab,2012-02-15,2013-09-30 00:00:00,240416.8,,,,,,,3496587.584146342,3496587.584146342,exemption (b)(6),San Carlos,AZ,85550,exemption (b)(6),,,,,,04007940400,"AZ, Gila, San Carlos, 85550",,,,,,,,25,0,25,25,3,19,3,0,0,419590.51009756105,2657406.56395122,419590.51009756105,0,0,3,19,3,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21.6.2,POINT (-110.42985 33.48634)
862,22,101.1,Complete,,SF - Preservation WITH Rehab,2011-05-10,2012-10-08 00:00:00,66339.22,Debt,0.05,,,12919.979999999996,,79259.2,79259.2,exemption (b)(6),Brodhead,WI,53520,,,,,,,55045960800,"WI, Green, Brodhead, 53520",,,,,,,,1,0,1,1,,1,,,,,79259.2,,,,,1,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,22.101.1,POINT (-89.39371 42.56445)
863,22,101.2,Complete,,SF - Preservation WITH Rehab,2011-05-10,2012-10-08 00:00:00,95359.02,Debt,0.05,,,38747.499999999985,,134106.52,134106.52,exemption (b)(6),Monroe,WI,53566,,,,,,,55045960500,"WI, Green, Monroe, 53566",,,,,,,,1,0,1,1,,,1,,,,,134106.52,,,,,1,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,22.101.2,POINT (-89.66155999999999 42.58531)
864,22,101.3,Complete,,SF - Preservation WITH Rehab,2011-05-10,2012-10-08 00:00:00,68000,Debt,0.05,,,19254.899999999994,,87254.9,87254.9,exemption (b)(6),Monroe,WI,53566,,,,,,,55045960600,"WI, Green, Monroe, 53566",,,,,,,,1,0,1,1,,,1,,,,,87254.9,,,,,1,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,22.101.3,POINT (-89.61619 42.58587)
865,22,101.4,Complete,,SF - Preservation WITH Rehab,2011-05-10,2012-10-08 00:00:00,60800,Debt,0.05,,,17200,,78000.0,78000.0,exemption (b)(6),Monroe,WI,53566,,,,,,,55045960500,"WI, Green, Monroe, 53566",,,,,,,,1,0,1,1,,1,,,,,78000,,,,,1,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,22.101.4,POINT (-89.66155999999999 42.58531)
866,22,101.5,Complete,,SF - Preservation WITH Rehab,2011-05-10,2012-10-08 00:00:00,75000,Debt,0.05,,,,,75000.0,75000.0,exemption (b)(6),Monroe,WI,53566,,,,,,,55045960400,"WI, Green, Monroe, 53566",,,,,,,,1,0,1,1,,,1,,,,,75000,,,,,1,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,22.101.5,POINT (-89.66746000000001 42.61213)
867,22,102,Complete,,MF - New Development,2011-12-20,2013-07-01 00:00:00,365171.41,Debt,0.04,,4195128.59,,,4560300.0,4560300.0,7710 South 51st Street,Milwaukee,WI,53223,,,,,,,55079050102,"WI, Milwaukee, Milwaukee, 53223",Affordable Housing,365171.41,2011-12-20 00:00:00,Investment,Fully Disbursed,2011-12-29 00:00:00,2012-02-03 00:00:00,30,0,30,30,,30,,,,,4560300,,,,,30,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,22.102,POINT (-87.96745 43.17241)
868,22,201,Complete,,EDA/CSF,2011-04-26,2012-02-10 00:00:00,100000,Debt,0.06,,,,250000,350000.0,350000.0,1610 Ogden Avenue,Superior,WI,54880,,Multi-Service/Other,11140,,,,55031020600,"WI, Douglas, Superior, 54880",EDA/CSF,100000,2011-04-26 00:00:00,Investment,Fully Disbursed,2011-05-17 00:00:00,2011-05-17 00:00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.201,POINT (-92.10514999999999 46.7114)
